period,period_start,period_end,level,id,title,repos,merged_prs,noise_prs,integration_prs,ticket_count,dev_time_median_h,dev_time_p85_h,queue_median_h,queue_p85_h,queue_samples,tickets_reached_main_pct,tickets_via_team,tickets_on_main,tickets_multi_repo,multi_repo_pct,unjoined_ticket_pct,cycle_time_median_h,cycle_time_p85_h,cycle_time_samples,cycle_to_team_median_h,cycle_to_team_p85_h,cycle_to_team_samples,cycle_to_main_median_h,cycle_to_main_p85_h,cycle_to_main_samples,direct_to_main_pct,delivery_model,trunk_based_repos,time_to_main_median_h,time_to_main_p85_h,time_to_main_samples,time_to_main_coverage_pct,reached_main_pct,in_flight_changes,in_flight_pct,in_flight_median_age_h,in_flight_p85_age_h,on_main_undated,branch_deleted,time_to_main_unknown,lead_time_median_d,lead_time_p85_d,release_wait_median_d,shipped_changes,lead_samples,shipped_estimated_dates,shipped_untraceable,change_failure_rate_pct,corrective_changes,deployments,failed_deployments,cfr_source,defect_escape_rate_pct,escaped_defects,caught_defects,der_source,generated_at
2026-04,2026-04-01,2026-05-01,repo,cp-court-list-publishing-service,cp-court-list-publishing-service,1,2,0,1,2,50.3,84.4,,,0,0.0,1,0,0,0.0,50.0,50.3,84.4,2,1.7,1.7,1,99.0,99.0,1,50.0,team-branch,0,99.0,99.0,1,50.0,50.0,1,50.0,3459.3,3459.3,0,0,0,9.2,9.2,4.6,2,1,0,1,50.0,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cp-file-service,cp-file-service,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-applications-courtorders,cpp-context-applications-courtorders,1,3,0,2,5,52.5,1699.0,,,0,0.0,4,0,5,100.0,0.0,19.3,36.4,3,16.2,18.3,2,43.8,43.8,1,33.3,team-branch,0,43.8,43.8,1,33.3,33.3,2,66.7,3428.7,3544.4,0,0,0,11.0,11.0,9.2,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-archiving,cpp-context-archiving,1,4,0,1,5,1583.4,1699.0,,,0,0.0,5,0,5,100.0,0.0,16.3,35.7,4,16.3,35.7,4,,,0,0.0,team-branch,0,,,0,0.0,0.0,4,100.0,3382.3,3510.5,0,0,0,10.4,10.4,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-audit2dls,cpp-context-audit2dls,1,3,0,0,4,1641.2,1699.0,,,0,0.0,3,0,3,75.0,25.0,0.9,34.7,3,24.8,41.8,2,0.9,0.9,1,33.3,team-branch,0,0.9,0.9,1,33.3,100.0,0,0.0,,,2,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-azure-legalaidagency,cpp-context-azure-legalaidagency,1,10,0,3,10,212.9,1058.0,,,0,12.5,8,1,3,30.0,40.0,11.6,278.4,10,67.6,355.2,7,3.2,5.2,3,30.0,team-branch,0,3.2,5.2,3,30.0,30.0,7,70.0,3434.4,3759.0,0,0,0,9.2,9.2,8.7,4,1,0,3,10.0,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-boxworkmanagement,cpp-context-boxworkmanagement,1,1,0,0,2,97.8,150.6,,,0,,0,0,2,100.0,0.0,22.3,22.3,1,,,0,22.3,22.3,1,100.0,team-branch,0,22.3,22.3,1,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-businessprocesses,cpp-context-businessprocesses,1,2,0,1,3,52.5,137.0,,,0,,0,0,3,100.0,0.0,23.3,28.1,2,,,0,23.3,28.1,2,100.0,team-branch,0,23.3,28.1,2,100.0,100.0,0,0.0,,,0,0,0,10.4,10.4,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-correspondence,cpp-context-correspondence,1,5,0,0,6,818.0,1699.0,,,0,0.0,5,0,6,100.0,0.0,21.1,47.9,5,20.2,36.5,4,47.1,47.1,1,20.0,team-branch,0,47.1,47.1,1,20.0,20.0,4,80.0,3382.3,3510.4,0,0,0,11.1,11.1,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-defence,cpp-context-defence,1,4,1,2,5,49.0,1699.0,,,0,0.0,5,0,4,80.0,0.0,10.6,20.5,4,10.6,20.5,4,,,0,0.0,team-branch,0,,,0,0.0,75.0,1,25.0,3602.2,3602.2,3,0,0,9.1,9.1,8.4,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-hearing,cpp-context-hearing,1,27,1,12,25,19.9,387.6,,,0,0.0,23,0,8,32.0,24.0,1.1,18.2,27,1.1,18.6,25,8.3,13.8,2,7.4,team-branch,0,8.3,13.8,2,7.4,7.4,25,92.6,3361.6,3722.5,0,0,0,9.1,9.1,8.3,6,1,0,5,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-hearing-nows,cpp-context-hearing-nows,1,9,1,1,9,49.0,1426.8,,,0,0.0,6,0,7,77.8,22.2,1.8,19.4,9,1.8,51.3,7,9.6,16.2,2,22.2,team-branch,0,9.6,16.2,2,22.2,22.2,7,77.8,3412.2,3612.0,0,0,0,9.2,9.2,8.3,2,1,0,1,11.1,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-idam-events-consumer,cpp-context-idam-events-consumer,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-listing,cpp-context-listing,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-listing-courtscheduler,cpp-context-listing-courtscheduler,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-material,cpp-context-material,1,3,0,2,5,52.5,1699.0,,,0,0.0,4,0,5,100.0,0.0,19.4,32.1,3,10.1,16.6,2,37.6,37.6,1,33.3,team-branch,0,37.6,37.6,1,33.3,33.3,2,66.7,3431.4,3548.9,0,0,0,10.5,10.5,8.9,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-material-id-mapper,cpp-context-material-id-mapper,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-mi-reportdata,cpp-context-mi-reportdata,1,22,0,2,23,5.5,1664.4,,,0,0.0,22,0,7,30.4,17.4,3.9,47.1,22,3.8,49.1,21,20.2,20.2,1,4.5,team-branch,0,20.2,20.2,1,4.5,4.5,21,95.5,3459.3,3749.2,0,0,0,44.1,44.1,7.1,2,1,0,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-mi-systemdata,cpp-context-mi-systemdata,1,2,0,0,3,1699.0,1699.0,,,0,0.0,3,0,3,100.0,0.0,24.9,41.9,2,24.9,41.9,2,,,0,0.0,team-branch,0,,,0,0.0,100.0,0,0.0,,,2,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-notification,cpp-context-notification,1,5,0,1,4,1641.2,1699.0,,,0,0.0,4,0,4,100.0,0.0,0.5,414.0,5,0.5,414.0,5,,,0,0.0,team-branch,0,,,0,0.0,0.0,5,100.0,3408.4,3990.4,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-notification-notify,cpp-context-notification-notify,1,7,1,1,7,667.0,1699.0,,,0,0.0,6,0,6,85.7,0.0,19.5,106.1,7,19.5,277.0,5,15.7,26.5,2,28.6,team-branch,0,15.7,26.5,2,28.6,28.6,5,71.4,3408.4,3771.0,0,0,0,10.5,10.5,8.7,2,1,0,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-progression,cpp-context-progression,1,30,1,11,22,63.9,649.7,,,0,0.0,21,0,9,40.9,9.1,12.9,135.7,30,12.5,146.0,29,18.6,18.6,1,3.3,team-branch,0,18.6,18.6,1,3.3,3.3,29,96.7,3423.3,3720.2,0,0,0,9.2,9.2,8.3,4,2,0,2,10.0,3,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-prosecution-casefile,cpp-context-prosecution-casefile,1,10,2,5,9,42.6,167.8,,,0,0.0,7,0,5,55.6,11.1,4.4,18.7,10,2.0,16.9,6,12.8,26.5,4,40.0,team-branch,0,12.8,26.5,4,40.0,40.0,6,60.0,3465.4,3727.6,0,0,0,9.2,9.2,5.2,4,1,0,3,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-prosecution-casefile-dlrm,cpp-context-prosecution-casefile-dlrm,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-prosecution-documentqueue,cpp-context-prosecution-documentqueue,1,8,0,0,7,77.0,1699.0,,,0,0.0,7,0,5,71.4,0.0,2.0,18.9,8,2.0,18.9,8,,,0,0.0,team-branch,0,,,0,0.0,0.0,8,100.0,3265.2,3352.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-reference-data,cpp-context-reference-data,1,9,0,4,10,34.5,1250.0,,,0,0.0,10,0,4,40.0,30.0,1.9,16.2,9,1.9,16.2,9,,,0,0.0,team-branch,0,,,0,0.0,0.0,9,100.0,3408.3,3549.2,0,0,0,9.1,9.1,8.1,2,2,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-referencedata-offences,cpp-context-referencedata-offences,1,2,0,3,4,874.0,1699.0,,,0,0.0,4,0,4,100.0,0.0,10.1,16.8,2,10.1,16.8,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,3430.8,3548.0,0,0,0,11.3,11.3,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-resulting,cpp-context-resulting,1,4,1,0,5,52.5,1699.0,,,0,0.0,4,0,5,100.0,0.0,18.5,33.7,4,17.3,18.9,3,45.1,45.1,1,25.0,team-branch,0,45.1,45.1,1,25.0,25.0,3,75.0,3356.3,3525.6,0,0,0,11.1,11.1,9.2,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-results,cpp-context-results,1,8,1,8,8,129.5,332.6,,,0,14.3,7,1,3,37.5,12.5,1.2,13.5,8,7.9,191.3,4,0.6,2.1,4,50.0,team-branch,0,0.6,2.1,4,50.0,62.5,3,37.5,3547.4,3666.8,1,0,0,,,8.2,6,0,0,6,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-sjp,cpp-context-sjp,1,11,1,4,10,50.8,1699.0,,,0,0.0,8,0,8,80.0,10.0,2.7,192.0,11,2.7,321.8,8,16.8,37.4,3,27.3,team-branch,0,16.8,37.4,3,27.3,27.3,8,72.7,3309.9,3713.3,0,0,0,11.1,11.1,9.2,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging,cpp-context-staging,1,1,0,0,1,1699.0,1699.0,,,0,0.0,1,0,1,100.0,0.0,0.6,0.6,1,0.6,0.6,1,,,0,0.0,team-branch,0,,,0,0.0,0.0,1,100.0,3356.3,3356.3,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-bulkscan,cpp-context-staging-bulkscan,1,6,0,1,6,792.5,1699.0,,,0,0.0,5,0,5,83.3,0.0,22.3,370.4,6,22.3,776.2,4,15.4,25.8,2,33.3,team-branch,0,15.4,25.8,2,33.3,33.3,4,66.7,3477.0,4337.5,0,0,0,10.5,10.5,5.2,3,1,0,2,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-darts,cpp-context-staging-darts,1,2,0,0,1,184.3,184.3,,,0,0.0,1,0,0,0.0,0.0,21.6,36.5,2,21.6,36.5,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,3141.5,3205.9,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-dcs,cpp-context-staging-dcs,1,4,0,1,4,874.0,1699.0,,,0,0.0,4,0,4,100.0,0.0,10.1,18.9,4,10.1,18.9,4,,,0,0.0,team-branch,0,,,0,0.0,0.0,4,100.0,3358.9,3491.4,0,0,0,11.3,11.3,9.2,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-dvla,cpp-context-staging-dvla,1,26,0,5,26,46.4,702.1,,,0,0.0,24,0,8,30.8,0.0,2.3,58.0,26,2.4,123.3,23,0.7,5.0,3,11.5,team-branch,0,0.7,5.0,3,11.5,11.5,23,88.5,3432.7,3589.1,0,0,0,11.3,11.3,8.7,4,1,0,3,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-enforcement,cpp-context-staging-enforcement,1,13,0,3,8,878.4,1699.0,,,0,0.0,5,0,6,75.0,25.0,1.2,27.7,13,1.0,31.9,10,1.2,16.4,3,23.1,team-branch,0,1.2,16.4,3,23.1,23.1,10,76.9,3316.8,3621.9,0,0,0,151.1,249.7,9.0,3,2,0,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-pnld-offences,cpp-context-staging-pnld-offences,1,2,0,0,3,1699.0,1699.0,,,0,0.0,3,0,3,100.0,0.0,13.2,22.1,2,13.2,22.1,2,,,0,0.0,unclassified,0,,,0,0.0,100.0,0,0.0,,,2,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-prosecutors,cpp-context-staging-prosecutors,1,7,0,1,7,1532.7,1699.0,,,0,0.0,6,0,6,85.7,0.0,19.8,162.3,7,19.8,571.8,5,12.8,21.2,2,28.6,team-branch,0,12.8,21.2,2,28.6,28.6,5,71.4,3385.1,4134.9,0,0,0,10.2,10.2,5.2,3,1,0,2,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-prosecutors-civil,cpp-context-staging-prosecutors-civil,1,5,0,1,6,816.2,1699.0,,,0,0.0,6,0,5,83.3,0.0,1.9,22.2,5,1.9,22.2,5,,,0,0.0,team-branch,0,,,0,0.0,0.0,5,100.0,3356.3,3469.7,0,0,0,11.3,11.3,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-prosecutors-spi,cpp-context-staging-prosecutors-spi,1,11,0,1,11,195.6,1699.0,,,0,0.0,10,0,8,72.7,9.1,19.8,442.6,11,22.5,114.0,8,2.0,537.2,3,27.3,team-branch,0,2.0,537.2,3,27.3,27.3,8,72.7,3489.7,3860.5,0,0,0,40.3,40.3,5.2,3,1,0,2,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-staging-pubhub,cpp-context-staging-pubhub,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-stagingdlrm,cpp-context-stagingdlrm,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-subscriptions,cpp-context-subscriptions,1,9,0,4,8,223.2,1693.3,,,0,0.0,8,0,5,62.5,12.5,15.6,19.6,9,16.1,19.8,8,0.4,0.4,1,11.1,team-branch,0,0.4,0.4,1,11.1,11.1,8,88.9,3382.3,3586.9,0,0,0,10.4,10.4,8.7,2,1,0,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-support,cpp-context-support,1,2,0,0,3,1699.0,1699.0,,,0,0.0,3,0,3,100.0,0.0,791.2,1344.6,2,791.2,1344.6,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,4148.6,4703.3,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-system-announcement,cpp-context-system-announcement,1,3,0,0,4,1641.2,1699.0,,,0,0.0,4,0,4,100.0,0.0,19.9,1113.3,3,19.9,1113.3,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,3356.3,4465.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-system-doc-generator,cpp-context-system-doc-generator,1,20,0,6,19,13.4,1434.5,,,0,0.0,19,0,5,26.3,21.1,8.2,1037.5,20,8.2,1147.3,18,38.5,61.2,2,10.0,team-branch,0,38.5,61.2,2,10.0,10.0,18,90.0,3397.3,4730.5,0,0,0,14.9,32.7,8.3,6,4,0,2,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-system-id-mapper,cpp-context-system-id-mapper,1,1,0,0,1,1699.0,1699.0,,,0,0.0,1,0,1,100.0,0.0,0.6,0.6,1,0.6,0.6,1,,,0,0.0,team-branch,0,,,0,0.0,0.0,1,100.0,3356.3,3356.3,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-system-scheduling,cpp-context-system-scheduling,1,2,0,0,3,1699.0,1699.0,,,0,0.0,3,0,3,100.0,0.0,25.2,42.5,2,25.2,42.5,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,3382.7,3401.2,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-unifiedsearch-query,cpp-context-unifiedsearch-query,1,3,0,2,4,1641.2,1699.0,,,0,0.0,4,0,4,100.0,0.0,19.9,40.3,3,19.9,40.3,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,3356.3,3392.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-users-groups,cpp-context-users-groups,1,7,2,1,6,122.3,2349.5,,,0,0.0,5,0,6,100.0,0.0,14.0,444.1,7,7.3,1085.4,6,16.5,16.5,1,14.3,team-branch,0,16.5,16.5,1,14.3,14.3,6,85.7,3658.4,4719.2,0,0,0,11.3,11.3,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-context-work-management-proxy,cpp-context-work-management-proxy,1,2,0,2,3,22.4,128.0,,,0,,0,0,2,66.7,33.3,0.3,0.3,2,,,0,0.3,0.3,2,100.0,team-branch,0,0.3,0.3,2,100.0,100.0,0,0.0,,,0,0,0,10.3,10.3,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-ai-intelligence,cpp-ui-ai-intelligence,1,4,0,0,4,8.2,417.3,,,4,100.0,4,4,0,0.0,0.0,8.2,307.3,4,8.2,307.3,4,,,0,0.0,team-branch,0,1093.8,1496.8,4,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-audit-reports,cpp-ui-audit-reports,1,3,0,1,3,0.5,356.2,,,2,100.0,2,2,0,0.0,66.7,0.5,356.2,3,254.4,432.3,2,0.5,0.5,1,33.3,team-branch,0,305.6,746.9,3,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,33.3,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-bulkscan,cpp-ui-bulkscan,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-case-management,cpp-ui-case-management,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-courtscheduler,cpp-ui-courtscheduler,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-defence,cpp-ui-defence,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-external-services,cpp-ui-external-services,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-hearing,cpp-ui-hearing,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-home,cpp-ui-home,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
2026-04,2026-04-01,2026-05-01,repo,cpp-ui-listing,cpp-ui-listing,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:00Z
