period,period_start,period_end,level,id,title,repos,merged_prs,noise_prs,integration_prs,ticket_count,dev_time_median_h,dev_time_p85_h,queue_median_h,queue_p85_h,queue_samples,tickets_reached_main_pct,tickets_via_team,tickets_on_main,tickets_multi_repo,multi_repo_pct,unjoined_ticket_pct,cycle_time_median_h,cycle_time_p85_h,cycle_time_samples,cycle_to_team_median_h,cycle_to_team_p85_h,cycle_to_team_samples,cycle_to_main_median_h,cycle_to_main_p85_h,cycle_to_main_samples,direct_to_main_pct,delivery_model,trunk_based_repos,time_to_main_median_h,time_to_main_p85_h,time_to_main_samples,time_to_main_coverage_pct,reached_main_pct,in_flight_changes,in_flight_pct,in_flight_median_age_h,in_flight_p85_age_h,on_main_undated,branch_deleted,time_to_main_unknown,lead_time_median_d,lead_time_p85_d,release_wait_median_d,shipped_changes,lead_samples,shipped_estimated_dates,shipped_untraceable,change_failure_rate_pct,corrective_changes,deployments,failed_deployments,cfr_source,defect_escape_rate_pct,escaped_defects,caught_defects,der_source,generated_at
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-hearing,cpp-ui-hearing,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-home,cpp-ui-home,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-listing,cpp-ui-listing,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-managepermissions,cpp-ui-managepermissions,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-opami,cpp-ui-opami,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-prosecution-casefile,cpp-ui-prosecution-casefile,1,21,2,4,22,14.2,89.8,,,0,13.6,22,3,3,13.6,9.1,3.4,75.2,21,4.1,77.8,20,1.2,1.2,1,4.8,team-branch,0,1.2,1.2,1,4.8,19.0,17,81.0,2705.2,2983.1,3,0,0,,,12.2,4,0,0,4,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-prosecutor,cpp-ui-prosecutor,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-sjp,cpp-ui-sjp,1,3,0,2,4,3.9,373.2,,,0,0.0,4,0,2,50.0,0.0,2.3,4.4,3,2.3,4.4,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,2692.8,2825.4,0,0,0,,,1.3,1,0,0,1,33.3,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-subscriptions,cpp-ui-subscriptions,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,cpp-ui-work-management,cpp-ui-work-management,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,service-cp-caseadmin-case-urn-mapper,service-cp-caseadmin-case-urn-mapper,1,4,1,0,4,57.6,611.8,,,0,,0,0,0,0.0,75.0,57.6,611.8,4,,,0,57.6,611.8,4,100.0,trunk-based,1,57.6,611.8,4,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,service-cp-crime-prosecution-case-details,service-cp-crime-prosecution-case-details,1,2,1,0,2,34.7,58.7,,,0,,0,0,0,0.0,100.0,34.7,58.7,2,,,0,34.7,58.7,2,100.0,trunk-based,1,34.7,58.7,2,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,service-cp-crime-scheduleandlist-courtschedule,service-cp-crime-scheduleandlist-courtschedule,1,2,0,0,2,34.7,58.7,,,0,,0,0,0,0.0,100.0,34.7,58.7,2,,,0,34.7,58.7,2,100.0,trunk-based,1,34.7,58.7,2,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-05,2026-05-01,2026-06-01,repo,service-cp-refdata-courthearing-courthouses,service-cp-refdata-courthearing-courthouses,1,2,0,0,2,34.7,58.7,,,0,,0,0,0,0.0,100.0,34.7,58.7,2,,,0,34.7,58.7,2,100.0,trunk-based,1,34.7,58.7,2,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:01Z
2026-06,2026-06-01,2026-07-01,area,Case Administration,Case Administration,25,187,26,37,139,5.9,114.9,164.9,502.9,5,5.6,108,6,11,7.9,49.6,2.4,67.1,187,2.0,67.2,152,5.9,56.2,35,18.7,mixed,3,11.0,148.8,40,21.4,21.9,146,78.1,2013.4,2259.0,1,0,0,81.8,145.5,6.7,5,4,4,1,2.7,5,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,area,Case Ingestion,Case Ingestion,6,49,0,1,24,6.4,396.0,,,0,0.0,19,0,6,25.0,41.7,1.0,18.9,49,1.3,19.0,43,0.5,18.8,6,12.2,team-branch,0,0.5,18.8,6,12.2,12.2,43,87.8,1945.5,2101.5,0,0,0,37.0,57.5,6.8,3,2,2,1,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,area,Court Hearing,Court Hearing,12,51,4,19,40,24.3,323.7,,,0,5.4,37,2,12,30.0,32.5,1.4,80.5,51,1.1,80.0,47,9.7,52.7,4,7.8,team-branch,0,9.7,52.7,4,7.8,19.6,41,80.4,1942.6,2229.4,6,0,0,7.9,16.7,7.2,5,3,2,2,0.0,0,,,github-corrective-prs,,0,2,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,area,DLRM,DLRM,2,17,0,4,12,1.6,61.2,,,0,0.0,12,0,2,16.7,33.3,1.2,15.2,17,1.2,15.2,17,,,0,0.0,team-branch,0,,,0,0.0,0.0,17,100.0,1754.4,1871.5,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,area,Management Information System,Management Information System,6,11,1,11,8,215.4,1694.8,,,0,0.0,8,0,2,25.0,25.0,10.3,1058.1,11,6.1,1231.2,10,362.6,362.6,1,9.1,mixed,1,362.6,362.6,1,9.1,9.1,10,90.9,2086.8,3340.0,0,0,0,17.1,115.1,5.7,6,4,4,2,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,area,Platform Engineering,Platform Engineering,17,59,2,11,43,11.9,92.4,,,1,2.6,39,1,4,9.3,46.5,12.0,123.2,59,13.2,138.5,55,3.3,12.4,4,6.8,mixed,1,3.3,865.7,6,10.2,10.2,53,89.8,2014.3,2302.7,0,0,0,6.4,21.7,1.4,7,5,5,2,1.7,1,,,github-corrective-prs,,0,6,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,area,Scheduling & Listing System,Scheduling & Listing System,7,31,0,4,24,2.1,93.8,,,4,20.0,20,4,2,8.3,50.0,0.9,9.4,31,0.9,13.5,27,1.1,4.0,4,12.9,mixed,1,107.6,220.3,8,25.8,25.8,23,74.2,1779.6,2054.1,0,0,0,96.3,96.3,1.3,2,1,1,1,3.2,1,,,github-corrective-prs,,0,3,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:02Z
2026-06,2026-06-01,2026-07-01,model,unclassified,Too few changes to classify,9,6,0,2,6,92.1,1462.3,,,0,0.0,6,0,3,50.0,50.0,14.3,19.6,6,14.3,19.6,6,,,0,0.0,unclassified,0,,,0,0.0,0.0,6,100.0,1723.6,1857.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:04Z
2026-06,2026-06-01,2026-07-01,model,trunk-based,"Trunk-based, no integration branch",6,25,10,0,25,5.9,38.6,,,0,,0,0,0,0.0,64.0,5.9,38.6,25,,,0,5.9,38.6,25,100.0,trunk-based,6,5.9,38.6,25,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,12.0,3,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:04Z
2026-06,2026-06-01,2026-07-01,model,team-branch,Via an integration branch,60,374,23,85,240,3.7,122.6,187.7,237.5,10,5.9,219,13,17,7.1,46.2,1.7,69.4,374,1.8,69.8,345,1.6,23.2,29,7.8,team-branch,0,9.7,214.8,40,10.7,12.6,327,87.4,1945.5,2253.4,7,0,0,20.5,109.6,5.7,28,19,18,9,1.1,4,,,github-corrective-prs,,0,13,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:04Z
2026-06,2026-06-01,2026-07-01,product,advocate-portal,Advocate Portal,2,6,1,2,4,2.1,1677.5,,,0,0.0,4,0,1,25.0,50.0,0.9,722.1,6,0.9,722.1,6,,,0,0.0,team-branch,0,,,0,0.0,0.0,6,100.0,2241.4,2968.7,0,0,0,140.7,140.7,7.6,1,1,1,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,audit-system,Audit System,3,0,0,2,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,mixed,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,case-document-knowledge-system,Case Document Knowledge,3,29,8,4,29,15.9,69.1,,,1,12.5,8,1,1,3.4,58.6,11.2,53.0,29,6.6,20.4,8,18.8,71.5,21,72.4,mixed,1,19.3,72.6,22,75.9,75.9,7,24.1,2046.6,2191.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,case-management-system,Case Management System,17,140,17,25,98,7.6,144.9,,,0,1.1,88,1,10,10.2,41.8,2.0,70.4,140,2.3,71.0,126,1.0,16.7,14,10.0,mixed,2,1.0,16.7,14,10.0,10.7,125,89.3,2017.1,2277.2,1,0,0,22.8,111.4,6.6,4,3,3,1,3.6,5,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,cpci,Common Platform Civil Interface (CPCI),1,37,0,0,14,0.9,408.1,,,0,0.0,13,0,1,7.1,42.9,0.7,12.3,37,0.7,12.6,36,0.5,0.5,1,2.7,team-branch,0,0.5,0.5,1,2.7,2.7,36,97.3,1946.7,2089.6,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,cppi,Common Platform Prosecutor Interface (CPPI),1,3,0,0,2,53.2,90.2,,,0,0.0,1,0,1,50.0,50.0,24.6,54.3,3,45.8,60.7,2,0.4,0.4,1,33.3,team-branch,0,0.4,0.4,1,33.3,33.3,2,66.7,1877.5,1904.0,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,cp-user-interface,Common Platform User Interface,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,document-generation-system,Document Generation System,1,15,0,1,13,13.2,141.3,,,0,0.0,12,0,1,7.7,7.7,3.3,66.4,15,1.9,75.3,14,17.7,17.7,1,6.7,team-branch,0,17.7,17.7,1,6.7,6.7,14,93.3,1703.1,1914.1,0,0,0,1.3,1.3,0.6,1,1,1,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,document-ingestion-system,Document Ingestion System,3,5,0,1,4,94.5,2424.4,,,0,0.0,3,0,2,50.0,50.0,19.0,81.2,5,42.0,86.8,4,19.0,19.0,1,20.0,team-branch,0,19.0,19.0,1,20.0,20.0,4,80.0,1878.0,2201.6,0,0,0,66.3,66.3,0.5,1,1,1,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,file-service-system,File Service,1,1,0,0,1,526.8,526.8,,,0,0.0,1,0,1,100.0,0.0,25.8,25.8,1,25.8,25.8,1,,,0,0.0,unclassified,0,,,0,0.0,0.0,1,100.0,2207.0,2207.0,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,hearing-system,Hearing System,5,28,4,11,23,19.9,476.3,,,0,9.1,22,2,6,26.1,30.4,0.9,16.5,28,0.8,27.3,27,1.8,1.8,1,3.6,team-branch,0,1.8,1.8,1,3.6,25.0,21,75.0,2042.8,2284.4,6,0,0,,,7.4,2,0,0,2,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,id-mapper-system,Id Mapper System,1,2,0,1,2,2134.5,3628.6,,,1,50.0,2,1,1,50.0,50.0,1695.7,2882.7,2,1695.7,2882.7,2,,,0,0.0,team-branch,0,1705.1,2898.2,2,100.0,100.0,0,0.0,,,0,0,0,6.4,6.4,5.6,1,1,1,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,legacy-case-migration-system,Legacy Case Migration System,2,17,0,4,12,1.6,61.2,,,0,0.0,12,0,2,16.7,33.3,1.2,15.2,17,1.2,15.2,17,,,0,0.0,team-branch,0,,,0,0.0,0.0,17,100.0,1754.4,1871.5,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,management-information-system,Management Information System,3,11,1,9,8,215.4,1694.8,,,0,0.0,8,0,2,25.0,25.0,10.3,1058.1,11,6.1,1231.2,10,362.6,362.6,1,9.1,team-branch,0,362.6,362.6,1,9.1,9.1,10,90.9,2086.8,3340.0,0,0,0,17.1,115.1,5.7,6,4,4,2,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,notify-system,Notify System,1,4,0,0,3,98.9,3017.9,,,0,0.0,3,0,2,66.7,0.0,67.7,216.0,4,67.7,216.0,4,,,0,0.0,team-branch,0,,,0,0.0,0.0,4,100.0,2124.3,2432.8,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,reference-data-system,Reference Data System,4,15,2,9,14,12.5,79.3,,,0,0.0,11,0,1,7.1,42.9,19.0,76.5,15,23.2,90.8,12,0.7,4.4,3,20.0,mixed,1,0.7,4.4,3,20.0,20.0,12,80.0,2049.7,2316.3,0,0,0,6.4,33.1,1.4,5,3,3,2,6.7,1,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,results-distribution-system,Results Distribution System,7,23,0,8,17,28.8,169.3,,,0,0.0,15,0,6,35.3,35.3,6.0,82.3,23,3.5,81.9,20,13.4,63.4,3,13.0,team-branch,0,13.4,63.4,3,13.0,13.0,20,87.0,1916.6,2204.8,0,0,0,7.9,16.7,4.3,3,3,2,0,0.0,0,,,github-corrective-prs,,0,2,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,scheduling-system,Scheduling System,1,3,0,0,1,4268.9,4268.9,,,0,0.0,1,0,1,100.0,0.0,66.5,1986.6,3,66.5,1986.6,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,2228.4,4210.9,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,scheduling-and-listing-system,Scheduling and Listing System,7,31,0,4,24,2.1,93.8,,,4,20.0,20,4,2,8.3,50.0,0.9,9.4,31,0.9,13.5,27,1.1,4.0,4,12.9,mixed,1,107.6,220.3,8,25.8,25.8,23,74.2,1779.6,2054.1,0,0,0,96.3,96.3,1.3,2,1,1,1,3.2,1,,,github-corrective-prs,,0,3,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,spi,Standard Prosecutor Interface (SPI),1,4,0,0,4,10.7,220.3,,,0,0.0,2,0,2,50.0,25.0,1.1,11.0,4,1.6,1.6,1,0.6,13.3,3,75.0,team-branch,0,0.6,13.3,3,75.0,75.0,1,25.0,2285.1,2285.1,0,0,0,7.6,7.6,6.8,2,1,1,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,support-system,Support System,1,4,0,0,2,2136.3,3629.1,,,0,0.0,2,0,1,50.0,50.0,35.2,215.0,4,35.2,215.0,4,,,0,0.0,team-branch,0,,,0,0.0,0.0,4,100.0,2222.1,2432.8,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,ssystem-announcement-system,System Announcement System,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,ui-notification-system,UI Notification System,1,2,0,0,1,4268.9,4268.9,,,0,0.0,1,0,1,100.0,0.0,206.2,302.9,2,206.2,302.9,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,2305.9,2508.6,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,users-and-groups-system,Users and Groups System,4,13,0,0,12,3.5,73.0,,,0,0.0,12,0,1,8.3,91.7,3.7,73.4,13,3.7,73.4,13,,,0,0.0,team-branch,0,,,0,0.0,0.0,13,100.0,1946.8,2017.3,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,4,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,product,work-management-system,Work Management System,3,12,0,6,11,0.3,90.2,,,4,36.4,11,4,2,18.2,81.8,0.3,14.9,12,0.3,14.9,12,,,0,0.0,team-branch,0,164.5,166.3,4,33.3,33.3,8,66.7,1644.6,1739.8,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cp-ai-rag-service,cp-ai-rag-service,1,14,3,0,14,21.6,73.7,,,0,,0,0,0,0.0,42.9,21.6,73.7,14,,,0,21.6,73.7,14,100.0,trunk-based,1,21.6,73.7,14,100.0,100.0,0,0.0,,,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cp-audit-reports-service-v2,cp-audit-reports-service-v2,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,trunk-based,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cp-case-document-knowledge-service,cp-case-document-knowledge-service,1,12,5,4,12,2.5,22.0,,,0,0.0,5,0,0,0.0,75.0,2.5,22.0,12,2.7,15.1,5,2.2,29.0,7,58.3,team-branch,0,2.2,29.0,7,58.3,58.3,5,41.7,2184.2,2205.8,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cp-court-list-publishing-service,cp-court-list-publishing-service,1,15,0,1,9,4.1,137.6,,,0,0.0,9,0,1,11.1,22.2,0.9,17.0,15,0.9,17.0,15,,,0,0.0,team-branch,0,,,0,0.0,0.0,15,100.0,1874.3,2102.9,0,0,0,96.3,96.3,1.3,1,1,1,0,0.0,0,,,github-corrective-prs,,0,3,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cp-file-service,cp-file-service,1,1,0,0,1,526.8,526.8,,,0,0.0,1,0,1,100.0,0.0,25.8,25.8,1,25.8,25.8,1,,,0,0.0,unclassified,0,,,0,0.0,0.0,1,100.0,2207.0,2207.0,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-applications-courtorders,cpp-context-applications-courtorders,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-archiving,cpp-context-archiving,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-audit2dls,cpp-context-audit2dls,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-azure-legalaidagency,cpp-context-azure-legalaidagency,1,3,0,3,2,211.1,284.6,,,0,0.0,2,0,1,50.0,0.0,63.9,240.2,3,63.9,240.2,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,2018.9,2019.2,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-boxworkmanagement,cpp-context-boxworkmanagement,1,1,0,3,1,526.8,526.8,,,0,0.0,1,0,1,100.0,0.0,23.4,23.4,1,23.4,23.4,1,,,0,0.0,team-branch,0,,,0,0.0,0.0,1,100.0,1708.7,1708.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-businessprocesses,cpp-context-businessprocesses,1,5,0,3,5,0.3,210.9,,,4,80.0,5,4,1,20.0,80.0,0.3,24.9,5,0.3,24.9,5,,,0,0.0,team-branch,0,164.5,166.3,4,80.0,80.0,1,20.0,1746.9,1746.9,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-correspondence,cpp-context-correspondence,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-defence,cpp-context-defence,1,5,1,2,3,0.8,2133.2,,,0,0.0,3,0,1,33.3,33.3,0.8,1151.9,5,0.8,1151.9,5,,,0,0.0,team-branch,0,,,0,0.0,0.0,5,100.0,2251.5,3397.9,0,0,0,140.7,140.7,7.6,1,1,1,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
2026-06,2026-06-01,2026-07-01,repo,cpp-context-hearing,cpp-context-hearing,1,26,4,11,21,19.9,523.4,,,0,10.0,20,2,5,23.8,28.6,0.7,43.4,26,0.6,59.4,25,1.8,1.8,1,3.8,team-branch,0,1.8,1.8,1,3.8,26.9,19,73.1,2202.0,2312.6,6,0,0,,,7.4,2,0,0,2,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:03Z
